Image Name,Comment,Is_English
txt/aespa2.txt,annyeong giselle kiyowo ur so pretty are u need gf?😍😍😍,True
txt/aespa2.txt,the fits 😍😍,True
txt/aespa2.txt,I LOVE U AESPA ❤️❤️❤️,True
txt/aespa2.txt,"Both songs are fire im obsessed, keep it up gurls😍❤️‍🔥",True
txt/aespa2.txt,CANTIK CANTIK AMATTT🖤🖤🖤🖤,True
txt/aespa2.txt,Winter and Karina are such a twins😭🔥,True
txt/aespa2.txt,Mothers is mothering,True
txt/aespa2.txt,wives,True
txt/aespa2.txt,"Congratulations my loves, you deserve this and much more!! <33",True
txt/aespa2.txt,"I don't know how to explain this feeling of pride mixed with euphoria and excitement caused by you girls, I love you so much. ☹️🤍",True
txt/aespa2.txt,‪Please have World Tour in USA 🇺🇸 🫰🏻We love you 💕💖,True
txt/aespa2.txt,💝🌹Simply Beautiful & Gorgeous 🌹💝,True
txt/aespa2.txt,You don’t need to tilt/edit the picture to make winter tall 🥹,True
txt/aespa2.txt,winter🩵,True
txt/aespa2.txt,"AESPA are all a great sing and dancer, all a true goddess of the K-POP 😍❤️",True
txt/aespa2.txt,Is it me or when they say “Ima get it done” it sound like Armageddon??,True
txt/aespa2.txt,@cryless.official,True
txt/aespa2.txt,🎉CONGRATULATIONS SUPERNOVA!!🎊 Gonna wait for Armageddon one though❤️🔥😍,True
txt/aespa2.txt,"Proud of you, girls!!❤️🔥😍👏🏻",True
txt/aespa2.txt,Early,True
txt/aespa2.txt,First,True
txt/aespa2.txt,Amo,True
txt/aespa2.txt,CHEGUEI CEDOOOO,True
txt/aespa2.txt,Congratulations girlssss 😍😍👏👏,True
txt/aespa2.txt,CONGRATULATIONS!!,True
txt/aespa2.txt,ATE THAT UP,True
txt/aespa2.txt,YES or YES 👽☄️❣️❣️❣️❣️,True
txt/aespa2.txt,CONGRATULATIONSS🔥👏,True
txt/aespa2.txt,AH CANTIK BGTTT,True
txt/aespa2.txt,Congrats guys super proud of u girls,True
txt/aespa2.txt,CONGRATSSS,True
txt/aespa2.txt,CONGRATSSS❤️❤️❤️,True
txt/aespa2.txt,Congratulations gurls 🔥🔥🔥🔥,True
txt/aespa2.txt,Take care Winter Ningning❤️,True
txt/aespa2.txt,Yess ofc 🔥🔥,True
txt/aespa2.txt,Armageddon fightinggg,True
txt/aespa2.txt,both songs slaying 👊🏻🔥,True
txt/aespa2.txt,Congratulations AESPA 💜🥳🔥,True
txt/aespa2.txt,las amownnn,True
txt/aespa2.txt,Of course 🔥🔥 masterpiece,True
txt/aespa2.txt,WINTER IS SO TALL HERE 😭,True
txt/aespa2.txt,yeayyy u guys deserved😍,True
txt/aespa2.txt,Four goddesses in front of us mere mortals 🙇‍♂️,True
txt/aespa2.txt,I love Armageddon more. But both of them are masterpiece,True
txt/aespa2.txt,Mis mujeres + top 🔥🔥🔥,True
txt/aespa2.txt,WINTER RAMBUTMUU CANTIK SEKALIII,True
txt/aespa2.txt,Congratulations and yes Armageddon album is great 🫶👏,True
txt/aespa2.txt,Yeyyy congrats!👏,True
txt/aespa2.txt,congratsss gilrs🔥,True
txt/aespa2.txt,Congratulations Girls 🔥,True
txt/aespa2.txt,Literally in love with Karina hair this comeback 👏👏👏,True
txt/aespa2.txt,CAKEP CAKEP BANGET TOLONKKKKKKK AKKKHHHHH,True
txt/aespa2.txt,Congrats my girls 😍❤️‍🔥,True
txt/aespa2.txt,CEWEKU,True
txt/aespa2.txt,IMMA GET IT DONE 🔛🔝,True
txt/aespa2.txt,"Both songs are great, congratulations on getting first place💙🌙⭐️🦋‪",True
txt/aespa3.txt,I am obbssest with this outfits😍🔥,True
txt/aespa3.txt,GISELLE ATE SO HARD THIS COMEBACK,True
txt/aespa3.txt,The era for WINTER: SPICY. The era for Karina: DRAMA. The era for ningning:NEXT LEVEL. The era for Giselle : ARMAGEDDON,True
txt/aespa3.txt,"the wordplay with armageddon being ""imma get it done"" needs to be put in the pop bible istg",True
txt/aespa3.txt,gisele being the main hole again..... lack of dancing again...,True
txt/aespa3.txt,WOIII GISELLE SKSKSK GAKUATTTT,True
txt/aespa3.txt,my eyes are only focused on Ning ❤️‍🔥,True
txt/aespa3.txt,This is definitely Gisele's era!!!,True
txt/aespa3.txt,I can’t take my eyes of giselle 🥹,True
txt/aespa3.txt,this is karina and giselle era for sure .,True
txt/aespa3.txt,The songs is cool but in my opinion it didn‘t need the singing part in the second verse. Sounds a bit too bright for a dark type song like this. Really like the chorus though!,True
txt/aespa3.txt,The last winter 😭,True
txt/aespa3.txt,Giselle’s snap and body wave 👌,True
txt/aespa3.txt,GISELLE SLAYED THIS COMEBACK I SWEAR ❤️❤️,True
txt/aespa3.txt,Ningning devouring🔥🔥🔥 yes main slayer🔥🔥,True
txt/aespa3.txt,"Its sonds like perfect song for ""Got the beat""",True
txt/aespa3.txt,Winter's moves are so clean and unreal smooth . Lead dancer for a reason 🔥,True
txt/aespa3.txt,I'm so happy to see Giselle... She improved so much in dance... It's unbelievable ❤️,True
txt/aespa3.txt,girl put the cd player back in stop,True
txt/aespa3.txt,My girls devoured 💜,True
txt/aespa3.txt,They are really synchronised now..🔥,True
txt/aespa3.txt,"Seriously, how come the main rapper sings for 2 seconds in a hip-hop song? How frustrating again.",True
txt/aespa3.txt,The bounce at start is sooooo 🤯👑,True
txt/aespa3.txt,IM SUPER ADDICTED,True
txt/aespa3.txt,winter owns this dance🥹,True
txt/aespa3.txt,THE SONG IS SO GOOD OMG I LOVE IT,True
txt/aespa3.txt,LOVE IT SO MUCHHHHHH🖤,True
txt/aespa3.txt,can't wait to see itzy doing this challenge ❤️‍🔥,True
txt/aespa3.txt,Winter at the end 😂,True
txt/aespa3.txt,i cant get my eyes off giselle my girlie is getting so much recognition lately!!💗💗,True
txt/aespa3.txt,The aespa's iconic bouncee🔥,True
txt/aespa3.txt,Ningning slayed so hard 💯🔥,True
txt/aespa3.txt,Oh yeah this Karina favorite song😂,True
txt/aespa3.txt,I can't with winrina popping 🔥... the girls r killing it 😍,True
