Image Name,Median Sentiment Score
txt/aespa1.txt,0.0
txt/aespa2.txt,0.27435
txt/aespa3.txt,0.0
txt/aespa4.txt,0.0
txt/aespa5.txt,0.0
txt/aespa6.txt,0.3612
txt/aespa7.txt,0.0
txt/aespa8.txt,0.1779
