Image Name,Sentiment Score,Category,Rank
aespa2.txt,0.32219333333333333,Popular,1.0
aespa6.txt,0.3018711538461539,Popular,2.0
aespa8.txt,0.22221603773584905,Popular,3.0
aespa7.txt,0.15851617647058824,Popular,4.0
aespa1.txt,0.1112403846153846,Popular,5.0
aespa4.txt,0.10055849514563107,Popular,6.0
aespa3.txt,0.09862102689486552,Popular,7.0
aespa5.txt,0.0075542234332425075,Popular,8.0
